gene_id;gene;old_locus_tag;product
PP_RS23165;;PP_4458;ABC transporter substrate-binding protein
PP_RS23170;;PP_4459;IS630 family transposase
PP_RS23175;;PP_4460;LysR substrate-binding domain-containing protein
PP_RS23180;;PP_4461;MFS transporter
PP_RS23185;;PP_4462;4-hydroxy-4-methyl-2-oxoglutarate aldolase
PP_RS23190;;PP_4463;carbon-nitrogen hydrolase family protein
PP_RS23195;;PP_4464;LysR family transcriptional regulator
PP_RS23200;;PP_4465;OprD family porin
PP_RS23205;;PP_4466;TauD/TfdA family dioxygenase
PP_RS23210;;PP_4467;LysR family transcriptional regulator
PP_RS23215;;PP_5689;hypothetical protein
PP_RS23220;;PP_5690;hypothetical protein
PP_RS23225;;PP_5691;hypothetical protein
PP_RS23230;;PP_5692;hypothetical protein
PP_RS23235;;PP_4468;helix-turn-helix domain-containing protein
PP_RS23245;phnN;PP_4469;phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN
PP_RS23250;;PP_5693;hypothetical protein
PP_RS23255;;PP_4470;Arc family DNA-binding protein
PP_RS23260;mgtE;PP_4471;magnesium transporter
PP_RS23290;csrA;PP_4472;carbon storage regulator CsrA
PP_RS23295;;PP_4473;aspartate kinase
PP_RS23300;alaS;PP_4474;alanine--tRNA ligase
PP_RS23305;astE;PP_4475;succinylglutamate desuccinylase
PP_RS23310;;PP_4476;topoisomerase II
PP_RS23315;astB;PP_4477;N-succinylarginine dihydrolase
PP_RS23320;astD;PP_4478;succinylglutamate-semialdehyde dehydrogenase
PP_RS23325;astA;PP_4479;arginine N-succinyltransferase
PP_RS23330;aruF;PP_4480;arginine/ornithine succinyltransferase subunit alpha
PP_RS23335;;PP_4481;aspartate aminotransferase family protein
PP_RS23340;argR;PP_4482;transcriptional regulator ArgR
PP_RS23345;;PP_4483;ABC transporter ATP-binding protein
PP_RS23350;;PP_4484;ABC transporter permease
PP_RS23355;;PP_4485;ABC transporter permease
PP_RS23360;;PP_4486;ABC transporter substrate-binding protein
PP_RS23365;acs;PP_4487;acetate--CoA ligase
PP_RS23370;;PP_4488;DUF2790 domain-containing protein
PP_RS23375;;PP_4489;sigma-54-dependent phenylalanine hydroxylase transcriptional regulator PhhR
PP_RS23380;phhA;PP_4490;phenylalanine 4-monooxygenase
PP_RS23385;;PP_4491;4a-hydroxytetrahydrobiopterin dehydratase
PP_RS23390;;PP_4492;MFS transporter
PP_RS23395;;PP_4493;FAD-binding oxidoreductase
PP_RS23400;;PP_4494;LysR substrate-binding domain-containing protein
PP_RS23405;;PP_4495;amino acid permease
PP_RS23410;;PP_4496;pseudouridine synthase
PP_RS23415;scpB;PP_4497;SMC-Scp complex subunit ScpB
PP_RS23420;;PP_4498;segregation/condensation protein A
PP_RS23425;;PP_4499;L-threonylcarbamoyladenylate synthase
PP_RS23430;;PP_4500;PHP domain-containing protein
PP_RS23435;;PP_4501;septation protein A
PP_RS23440;;PP_4502;YciI family protein
PP_RS23445;;PP_4503;response regulator transcription factor
PP_RS23450;;PP_4504;hypothetical protein
PP_RS23455;;PP_4505;HAMP domain-containing histidine kinase
PP_RS23460;;PP_4506;NAD(P)H nitroreductase
PP_RS23465;;PP_4507;TrkH family potassium uptake protein
PP_RS23470;;PP_4508;AraC family transcriptional regulator
PP_RS23475;;PP_4509;DUF962 domain-containing protein
PP_RS23480;;PP_4510;UDP-2,3-diacylglucosamine diphosphatase
PP_RS23485;;PP_4511;AraC family transcriptional regulator
PP_RS23490;;PP_4512;EamA family transporter
PP_RS23495;;PP_4513;SelT/SelW/SelH family protein
PP_RS23500;;PP_4514;patatin-like phospholipase family protein
PP_RS23505;;PP_4515;MarR family transcriptional regulator
PP_RS23510;recQ;PP_4516;DNA helicase RecQ
PP_RS23515;;PP_4517;YecA family protein
PP_RS23520;;PP_4518;YbaN family protein
PP_RS23525;;PP_4519;TolC family outer membrane protein
PP_RS23530;;PP_4520;DTW domain-containing protein
PP_RS23535;;PP_4521;methyl-accepting chemotaxis protein
PP_RS23540;;PP_4522;LysR family transcriptional regulator
PP_RS23545;speB;PP_4523;agmatinase
PP_RS23550;;PP_4524;sodium:solute symporter
PP_RS23555;;PP_4525;LysR family transcriptional regulator
PP_RS23560;;PP_4526;MFS transporter
PP_RS23565;;PP_4527;DMT family transporter
PP_RS23570;;PP_4528;hypothetical protein
PP_RS23575;;PP_4529;BrnA antitoxin family protein
PP_RS23580;;PP_4530;BrnT family toxin
PP_RS23585;;PP_4531;hypothetical protein
PP_RS23590;;PP_4532;DEAD/DEAH box helicase
PP_RS23595;;PP_4533;mechanosensitive ion channel family protein
PP_RS23600;;PP_5695;DUF3077 domain-containing protein
PP_RS23605;;PP_4534;hypothetical protein
PP_RS23610;;PP_4535;DUF3732 domain-containing protein
PP_RS23615;;PP_5696;DUF6521 family protein
PP_RS23620;;PP_5697;hypothetical protein
PP_RS23625;;PP_4536;mechanosensitive ion channel family protein
PP_RS23630;;PP_4537;carboxylate/amino acid/amine transporter
PP_RS23635;;PP_4538;FMN-dependent NADH-azoreductase
PP_RS23640;;PP_5698;hypothetical protein
PP_RS23645;;PP_4539;LysR family transcriptional regulator
PP_RS23650;;PP_4540;alpha/beta hydrolase
PP_RS23655;;PP_4541;peptidylprolyl isomerase A
PP_RS23660;;PP_4542;ABC transporter ATP-binding protein/permease
PP_RS23665;;PP_4543;GNAT family N-acetyltransferase
PP_RS23670;;PP_4544;putative porin
PP_RS23675;;PP_4545;beta-ketoacyl-ACP synthase III
PP_RS23680;hrpA;PP_4546;ATP-dependent RNA helicase HrpA
PP_RS23685;;PP_4547;glutamine synthetase family protein
PP_RS23690;;PP_4548;FAD-binding oxidoreductase
PP_RS23695;fadD1;PP_4549;long-chain-fatty-acid--CoA ligase FadD1
PP_RS23700;fadD2;PP_4550;long-chain-fatty-acid--CoA ligase FadD2
PP_RS23705;;PP_4551;alpha/beta hydrolase
PP_RS23710;;PP_4552;MaoC family dehydratase
PP_RS23715;;PP_4553;RNA polymerase sigma factor
PP_RS23720;;PP_4554;SRPBCC family protein
PP_RS23725;;PP_4555;YciI family protein
PP_RS23730;;PP_4556;nuclear transport factor 2 family protein
PP_RS23735;;PP_4557;DUF2790 domain-containing protein
PP_RS23740;;PP_4558;GNAT family N-acetyltransferase
PP_RS23745;def;PP_4559;peptide deformylase
PP_RS23750;;PP_4560;YihY/virulence factor BrkB family protein
PP_RS23755;;PP_4561;CsbD family protein
PP_RS23760;;PP_4562;hypothetical protein
PP_RS23765;;PP_4563;S1-like domain-containing RNA-binding protein
PP_RS23770;;PP_4564;DUF6279 family lipoprotein
PP_RS23775;aceK;PP_4565;bifunctional isocitrate dehydrogenase kinase/phosphatase
PP_RS23780;;PP_4566;DMT family transporter
PP_RS23785;;PP_4567;DUF4265 domain-containing protein
PP_RS23790;;PP_4568;DMT family transporter
PP_RS23800;;PP_4570;aspartyl/asparaginyl beta-hydroxylase domain-containing protein
PP_RS23805;cysK;PP_4571;cysteine synthase A
PP_RS23810;;PP_4572;DUF748 domain-containing protein
PP_RS23815;;PP_4573;MoxR family ATPase
PP_RS23820;;PP_4574;VWA domain-containing protein
PP_RS23825;;PP_4575;biotin-dependent carboxyltransferase family protein
PP_RS23830;pxpB;PP_4576;5-oxoprolinase subunit PxpB
PP_RS23835;;PP_4577;LamB/YcsF family protein
PP_RS23840;;PP_4578;MFS transporter
PP_RS23845;;PP_4579;LysR family transcriptional regulator
PP_RS23850;;PP_4580;DUF2937 family protein
PP_RS23855;;PP_4581;class II glutamine amidotransferase
PP_RS23860;;PP_4582;hypothetical protein
PP_RS23865;;PP_4583;S9 family peptidase
PP_RS23870;;PP_RS23870;hypothetical protein
PP_RS23875;;PP_4584;YajD family HNH nuclease
PP_RS23880;;PP_4585;RNA methyltransferase
PP_RS23885;;PP_4586;hypothetical protein
PP_RS23890;;PP_4587;YcgN family cysteine cluster protein
PP_RS23895;;PP_4588;nitroreductase family protein
PP_RS23900;;PP_4589;D-2-hydroxyacid dehydrogenase
PP_RS23905;;PP_4590;YcgL domain-containing protein
PP_RS23910;rnd;PP_4591;ribonuclease D
PP_RS23915;;PP_4592;phosphoethanolamine--lipid A transferase
PP_RS23920;;PP_4593;YdcH family protein
PP_RS23925;;PP_4594;aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
PP_RS23930;;PP_4595;Lrp/AsnC family transcriptional regulator
PP_RS23935;;PP_4596;FdhF/YdeP family oxidoreductase
PP_RS23940;moaA;PP_4597;GTP 3',8-cyclase MoaA
PP_RS23945;;PP_4598;bestrophin family protein
PP_RS23950;;PP_4599;IS110-like element ISPpu10 family transposase
PP_RS23955;moaB;PP_4600;molybdenum cofactor biosynthesis protein B
PP_RS23960;;PP_4601;LysR family transcriptional regulator
PP_RS23965;;PP_4602;AraC family transcriptional regulator
PP_RS23970;;PP_4603;IS110-like element ISPpu9 family transposase
PP_RS23975;;PP_4604;EamA family transporter
PP_RS23980;;PP_4605;AraC family transcriptional regulator
PP_RS23985;;PP_4606;TonB-dependent receptor
PP_RS23990;;PP_4607;FecR domain-containing protein
PP_RS23995;;PP_4608;sigma-70 family RNA polymerase sigma factor
PP_RS24000;;PP_4609;DUF3325 domain-containing protein
PP_RS24005;;PP_4610;PepSY domain-containing protein
PP_RS24010;;PP_5699;DUF3649 domain-containing protein
PP_RS24015;;PP_4611;sigma-70 family RNA polymerase sigma factor
PP_RS24020;;PP_4612;FecR family protein
PP_RS24025;;PP_4613;TonB-dependent siderophore receptor
PP_RS24030;;PP_5700;HPF/RaiA family ribosome-associated protein
PP_RS24035;;PP_4614;DUF3509 domain-containing protein
PP_RS24040;;PP_4615;phosphate-starvation-inducible PsiE family protein
PP_RS24045;;PP_4616;YebG family protein
PP_RS24050;;PP_4617;Glu/Leu/Phe/Val dehydrogenase
PP_RS24055;;PP_4618;tetratricopeptide repeat protein
PP_RS24060;maiA;PP_4619;maleylacetoacetate isomerase
PP_RS24065;fahA;PP_4620;fumarylacetoacetase
PP_RS24070;hmgA;PP_4621;homogentisate 1,2-dioxygenase
PP_RS24075;;PP_4622;IclR family transcriptional regulator
PP_RS24080;;PP_4623;hypothetical protein
PP_RS24085;;PP_4624;alpha/beta hydrolase
PP_RS24090;;PP_4625;LrgB family protein
PP_RS24095;;PP_4626;CidA/LrgA family protein
PP_RS24100;;PP_4627;LysR family transcriptional regulator
PP_RS24105;;PP_4628;flavodoxin
PP_RS24110;;PP_4629;PAS sensor domain-containing protein
PP_RS24115;;PP_5702;hypothetical protein
PP_RS24120;;PP_4630;MerR family transcriptional regulator
PP_RS24125;;PP_4631;antibiotic biosynthesis monooxygenase
PP_RS24130;folM;PP_4632;dihydromonapterin reductase
PP_RS24135;;PP_4633;DUF1244 domain-containing protein
PP_RS24140;;PP_5703;HopJ type III effector protein
PP_RS24145;;PP_4634;alpha/beta fold hydrolase
PP_RS24150;;PP_4635;trans-2-enoyl-CoA reductase family protein
PP_RS24155;;PP_4636;acetyl-CoA C-acetyltransferase
PP_RS24160;;PP_4637;5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase
PP_RS24165;;PP_4638;methylenetetrahydrofolate reductase C-terminal domain-containing protein
PP_RS24170;yjiA;PP_4639;GTPase
PP_RS24175;;PP_4640;YbdD/YjiX family protein
PP_RS24180;;PP_4641;carbon starvation protein A
PP_RS24185;;PP_4642;PilZ domain-containing protein
PP_RS24190;;PP_4643;purine permease
PP_RS24195;radA;PP_4644;DNA repair protein RadA
PP_RS24200;mscL;PP_4645;large-conductance mechanosensitive channel protein MscL
PP_RS24205;;PP_4646;ferredoxin--NADP reductase
PP_RS24210;;PP_4647;autoinducer binding domain-containing protein
PP_RS24215;;PP_4648;methyltransferase
PP_RS24220;;PP_4649;DUF2474 domain-containing protein
PP_RS24225;cydB;PP_4650;cytochrome d ubiquinol oxidase subunit II
PP_RS24230;;PP_4651;cytochrome ubiquinol oxidase subunit I
PP_RS24235;;PP_4652;MFS transporter
PP_RS24240;;PP_4653;NCS2 family permease
PP_RS24245;trmA;PP_4654;tRNA (uridine(54)-C5)-methyltransferase TrmA
PP_RS24250;pcaG;PP_4655;protocatechuate 3,4-dioxygenase subunit alpha
PP_RS24255;pcaH;PP_4656;protocatechuate 3,4-dioxygenase subunit beta
PP_RS24260;;PP_4657;neutral zinc metallopeptidase
PP_RS24265;;PP_4658;methyl-accepting chemotaxis protein
PP_RS24270;ggt;PP_4659;gamma-glutamyltransferase
PP_RS24275;;PP_4660;LysR family transcriptional regulator
PP_RS24280;;PP_4661;NAD(P)H-dependent oxidoreductase
PP_RS24285;;PP_4662;antibiotic biosynthesis monooxygenase
PP_RS24290;;PP_4663;sulfite exporter TauE/SafE family protein
PP_RS24295;;PP_4664;LysR substrate-binding domain-containing protein
PP_RS24300;;PP_4665;cupin domain-containing protein
PP_RS24305;mmsB;PP_4666;3-hydroxyisobutyrate dehydrogenase
PP_RS24310;;PP_4667;CoA-acylating methylmalonate-semialdehyde dehydrogenase
PP_RS24315;;PP_4668;LysR family transcriptional regulator
PP_RS24320;;PP_4669;OmpA family protein
PP_RS24325;;PP_4670;diguanylate cyclase
PP_RS24330;;PP_4671;YfiR family protein
PP_RS24335;recD;PP_4672;exodeoxyribonuclease V subunit alpha
PP_RS24340;recB;PP_4673;exodeoxyribonuclease V subunit beta
PP_RS24345;recC;PP_4674;exodeoxyribonuclease V subunit gamma
PP_RS24375;msrQ;PP_4675;protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
PP_RS24380;msrP;PP_4676;protein-methionine-sulfoxide reductase catalyticsubunit MsrP
PP_RS24385;pssA;PP_4677;CDP-diacylglycerol--serine O-phosphatidyltransferase
PP_RS24390;ilvC;PP_4678;ketol-acid reductoisomerase
PP_RS24395;ilvN;PP_4679;acetolactate synthase small subunit
PP_RS24400;;PP_4680;acetolactate synthase 3 large subunit
PP_RS24405;;PP_4681;YqcC family protein
PP_RS24410;;PP_4682;hypothetical protein
PP_RS24415;mrcB;PP_4683;penicillin-binding protein 1B
PP_RS24420;;PP_4684;bifunctional aminoglycoside phosphotransferase/ATP-binding protein
PP_RS24425;;PP_4685;TfoX/Sxy family protein
PP_RS24430;;PP_4686;ChaN family lipoprotein
PP_RS24435;;PP_4687;heme ABC transporter ATP-binding protein
PP_RS24440;;PP_4688;iron ABC transporter permease
PP_RS24445;;PP_4689;ABC transporter substrate-binding protein
PP_RS24450;;PP_4690;Rieske (2Fe-2S) protein
PP_RS24455;sfsA;PP_4691;DNA/RNA nuclease SfsA
PP_RS24460;;PP_4692;pyridoxal phosphate-dependent aminotransferase
PP_RS24465;dksA;PP_4693;RNA polymerase-binding protein DksA
PP_RS24470;gluQRS;PP_4694;tRNA glutamyl-Q(34) synthetase GluQRS
PP_RS24475;;PP_5704;hypothetical protein
PP_RS24480;;PP_4695;sensor histidine kinase
PP_RS24485;;PP_4696;sigma-54 dependent transcriptional regulator
PP_RS24490;;PP_4697;polynucleotide adenylyltransferase PcnB
PP_RS24495;folK;PP_4698;2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase
PP_RS24500;panB;PP_4699;3-methyl-2-oxobutanoate hydroxymethyltransferase
PP_RS24505;panC;PP_4700;pantoate--beta-alanine ligase
PP_RS24510;pgi;PP_4701;glucose-6-phosphate isomerase
PP_RS24515;acs;PP_4702;acetate--CoA ligase
PP_RS24520;;PP_4703;oxygenase MpaB family protein
PP_RS24525;;PP_4704;DUF748 domain-containing protein
PP_RS24530;;PP_4705;VOC family protein
PP_RS24535;;PP_4706;antibiotic biosynthesis monooxygenase
PP_RS24540;;PP_4707;BON domain-containing protein
PP_RS24545;pnp;PP_4708;polyribonucleotide nucleotidyltransferase
PP_RS24550;rpsO;PP_4709;30S ribosomal protein S15
PP_RS24555;truB;PP_4710;tRNA pseudouridine(55) synthase TruB
PP_RS24560;rbfA;PP_4711;30S ribosome-binding factor RbfA
PP_RS24565;infB;PP_4712;translation initiation factor IF-2
PP_RS24570;nusA;PP_4713;transcription termination factor NusA
PP_RS24575;rimP;PP_4714;ribosome maturation factor RimP
PP_RS24590;secG;PP_5706;preprotein translocase subunit SecG
PP_RS24595;tpiA;PP_4715;triose-phosphate isomerase
PP_RS24600;glmM;PP_4716;phosphoglucosamine mutase
PP_RS24605;folP;PP_4717;dihydropteroate synthase
PP_RS24610;ftsH;PP_4718;ATP-dependent zinc metalloprotease FtsH
PP_RS24615;rlmE;PP_4719;23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE
PP_RS24620;yhbY;PP_4720;ribosome assembly RNA-binding protein YhbY
PP_RS24625;;PP_4721;hypothetical protein
PP_RS24630;greA;PP_4722;transcription elongation factor GreA
PP_RS24635;carB;PP_4723;carbamoyl-phosphate synthase large subunit
PP_RS24640;carA;PP_4724;glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
PP_RS24645;dapB;PP_4725;4-hydroxy-tetrahydrodipicolinate reductase
PP_RS24650;dnaJ;PP_4726;molecular chaperone DnaJ
PP_RS24655;dnaK;PP_4727;molecular chaperone DnaK
PP_RS24660;grpE;PP_4728;nucleotide exchange factor GrpE
PP_RS24665;recN;PP_4729;DNA repair protein RecN
PP_RS24670;fur;PP_4730;ferric iron uptake transcriptional regulator
PP_RS24675;bamE;PP_4731;outer membrane protein assembly factor BamE
PP_RS24680;;PP_4732;type II toxin-antitoxin system RatA family toxin
PP_RS24685;smpB;PP_4733;SsrA-binding protein SmpB
PP_RS24690;;PP_4734;FCD domain-containing protein
PP_RS24695;;PP_4735;lactate permease LctP family transporter
PP_RS24700;lldD;PP_4736;FMN-dependent L-lactate dehydrogenase LldD
PP_RS24705;;PP_4737;FAD-binding oxidoreductase
PP_RS24710;;PP_4738;hypothetical protein
PP_RS24720;;PP_4739;hypothetical protein
PP_RS24725;;PP_5707;DUF3077 domain-containing protein
PP_RS24735;;PP_5710;hypothetical protein
PP_RS24740;;PP_4740;DEAD/DEAH box helicase family protein
PP_RS24745;;PP_4741;type I restriction-modification system subunit M
PP_RS24750;;PP_4742;restriction endonuclease subunit S
PP_RS24755;;PP_4743;AAA family ATPase
PP_RS24760;;PP_RS24760;Ldh family oxidoreductase
PP_RS24765;;PP_4745;IS66-like element ISPpu15 family transposase
PP_RS24770;tnpB;PP_4746;IS66 family insertion sequence element accessoryprotein TnpB
PP_RS24775;;PP_RS24775;Ldh family oxidoreductase
PP_RS24780;;PP_4748;transporter substrate-binding domain-containing protein
PP_RS24785;;PP_4749;amino acid ABC transporter permease
PP_RS24790;;PP_4750;amino acid ABC transporter permease
PP_RS24795;;PP_4751;amino acid ABC transporter ATP-binding protein
PP_RS24800;;PP_4752;Xaa-Pro peptidase family protein
PP_RS24805;;PP_4753;NADH:flavin oxidoreductase
PP_RS24810;;PP_4754;TetR/AcrR family transcriptional regulator
PP_RS24815;;PP_4755;TonB-dependent siderophore receptor
PP_RS24820;;PP_4756;amino acid permease
PP_RS24825;gudD;PP_4757;glucarate dehydratase
PP_RS24830;;PP_4758;MFS transporter
PP_RS24835;;PP_4759;FadR family transcriptional regulator
PP_RS24840;;PP_4760;NAD(P)-dependent alcohol dehydrogenase
PP_RS24845;;PP_4761;HAD family hydrolase
PP_RS24850;tesB;PP_4762;acyl-CoA thioesterase II
PP_RS24855;;PP_4763;GNAT family N-acetyltransferase
PP_RS24860;;PP_5712;histidine phosphatase family protein
PP_RS24865;;PP_4764;histone deacetylase
PP_RS24870;;PP_4765;TIGR03862 family flavoprotein
PP_RS24875;;PP_4766;DEAD/DEAH box helicase
PP_RS24880;yedA;PP_4767;drug/metabolite exporter YedA
PP_RS24885;;PP_4768;3'-5' exonuclease
PP_RS24890;;PP_4769;NYN domain-containing protein
PP_RS24895;;PP_4770;DUF2076 domain-containing protein
PP_RS24900;;PP_4771;membrane protein
PP_RS24905;;PP_5713;hypothetical protein
PP_RS24910;hrpB;PP_4772;ATP-dependent helicase HrpB
PP_RS24915;;PP_4773;hypothetical protein
PP_RS24920;;PP_4774;cation diffusion facilitator family transporter
PP_RS24925;;PP_4775;hypothetical protein
PP_RS24930;;PP_4776;Lrp/AsnC family transcriptional regulator
PP_RS24935;;PP_4777;DUF2788 domain-containing protein
PP_RS24940;;PP_4778;pseudouridine synthase
PP_RS24945;amn;PP_4779;AMP nucleosidase
PP_RS24950;;PP_4780;acyl-CoA dehydrogenase family protein
PP_RS24955;;PP_4781;hybrid sensor histidine kinase/response regulator
PP_RS24960;;PP_4782;hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
PP_RS24965;thiE;PP_4783;thiamine phosphate synthase
PP_RS24970;hemL;PP_4784;glutamate-1-semialdehyde 2,1-aminomutase
PP_RS24975;;PP_4785;sel1 repeat family protein
PP_RS24980;;PP_4786;DUF1820 family protein
PP_RS24985;;PP_4787;PhoH family protein
PP_RS24990;ybeY;PP_4788;rRNA maturation RNase YbeY
PP_RS24995;;PP_4789;HlyC/CorC family transporter
PP_RS25000;lnt;PP_4790;apolipoprotein N-acyltransferase
PP_RS25005;;PP_4791;IS110-like element ISPpu9 family transposase
PP_RS25010;;PP_4792;YdcF family protein
PP_RS25015;;PP_4793;hypothetical protein
PP_RS25020;leuS;PP_4794;leucine--tRNA ligase
PP_RS25025;;PP_4795;hypothetical protein
PP_RS25030;holA;PP_4796;DNA polymerase III subunit delta
PP_RS25035;arfA;PP_4797;ribosome alternative rescue factor ArfA
